transaction_id,customer_id,age,gender,credit_score,account_balance,account_age_days,transaction_amount,transaction_type,merchant_category,hour_of_day,day_of_week,num_transactions_24h,distance_from_home_km,is_foreign_transaction,pin_attempts,velocity_score,days_since_last_transaction,is_fraud
TXN0001132,CUST70317,47,Male,759,5345.53,3047,18.64,Debit,Retail,6,2,3,34.1,0,1,60.39,0.1,0
TXN0001133,CUST81499,64,Male,728,1534.13,1866,97.48,Transfer,ATM,12,6,3,73.65,0,1,24.85,2.8,0
TXN0001134,CUST78660,48,Male,610,941.28,702,36.59,Online Purchase,Food & Dining,11,0,9,1.04,1,1,64.17,5.2,0
TXN0001135,CUST65244,38,Female,696,7175.4,1985,1040.48,Debit,Food & Dining,18,2,2,110.85,0,2,66.19,0.5,0
TXN0001136,CUST15229,55,Female,566,48634.15,4706,237.83,Online Purchase,Travel,12,6,2,12.19,0,1,72.26,5.7,0
TXN0001137,CUST75244,58,Male,705,3253.79,4333,8.55,Withdrawal,Utilities,20,6,3,69.7,0,1,9.64,0.0,0
TXN0001138,CUST42994,24,Male,712,1391.93,3345,271.54,Debit,Online Services,16,1,6,53.42,0,1,59.12,0.4,0
TXN0001139,CUST76929,50,Male,453,3099.18,3990,166.63,Transfer,Retail,14,4,1,104.47,0,1,71.44,2.4,0
TXN0001140,CUST58556,51,Male,669,1789.14,4104,102.22,Credit,Online Services,13,3,2,25.4,0,1,76.76,1.7,0
TXN0001141,CUST89305,37,Male,709,1479.46,1614,67.85,Debit,Food & Dining,22,4,7,17.0,0,1,45.13,3.7,0
TXN0001142,CUST40460,61,Female,655,365.6,55,748.4,Debit,Food & Dining,18,1,1,3.87,0,1,38.87,3.1,0
TXN0001143,CUST93824,39,Female,703,3165.5,4636,12.29,Debit,Online Services,2,2,7,11.75,0,2,64.49,2.6,0
TXN0001144,CUST86002,43,Female,520,7513.07,2050,79.63,Withdrawal,Food & Dining,17,1,3,109.39,0,1,46.44,0.0,0
TXN0001145,CUST39799,39,Male,581,701.05,240,4.4,Online Purchase,Retail,16,4,2,26.24,0,1,93.95,2.6,0
TXN0001146,CUST53431,42,Female,776,1011.3,3208,235.16,Transfer,Retail,19,6,3,0.33,0,1,2.45,0.2,1
TXN0001147,CUST57820,26,Female,665,892.02,884,80.14,Transfer,ATM,4,5,3,14.03,0,1,34.37,0.0,0
TXN0001148,CUST79175,21,Female,701,405.04,863,15.41,Transfer,Travel,22,0,2,22.51,0,1,16.68,0.2,0
TXN0001149,CUST72023,64,Female,605,880.01,346,125.52,Withdrawal,ATM,22,0,8,0.67,0,1,22.74,0.1,0
TXN0001150,CUST86680,30,Male,667,3442.17,4447,1049.19,Credit,Food & Dining,10,5,3,209.88,0,1,58.25,0.1,0
TXN0001151,CUST43287,28,Male,416,438.91,4349,110.01,Debit,Online Services,13,2,2,66.13,0,1,70.91,0.1,0
TXN0001152,CUST55430,18,Female,756,3836.91,2696,5.29,Credit,Online Services,19,2,2,23.82,0,1,56.69,5.1,0
TXN0001153,CUST48777,33,Male,850,1385.42,1115,87.04,Transfer,Retail,6,5,3,24.71,0,1,23.35,2.9,0
TXN0001154,CUST91858,23,Male,549,923.19,3893,152.98,Withdrawal,Retail,22,6,5,26.83,0,1,82.14,0.3,0
TXN0001155,CUST37447,64,Male,563,9691.22,3082,25.87,Debit,Gambling,22,3,2,10.84,0,1,98.39,0.6,0
TXN0001156,CUST62840,56,Male,712,1552.74,4990,4893.57,Transfer,Travel,20,4,1,13.46,0,1,98.34,2.1,0
TXN0001157,CUST20814,32,Female,824,2109.01,4056,6.63,Debit,Retail,20,6,5,45.14,0,1,54.58,3.4,0
TXN0001158,CUST86523,73,Male,664,50838.65,618,0.93,Withdrawal,Food & Dining,17,2,3,40.7,0,1,70.9,3.2,0
TXN0001159,CUST44579,55,Male,532,938.14,707,16.67,Transfer,Travel,4,2,4,30.9,0,1,32.08,2.0,0
TXN0001160,CUST40652,37,Female,642,82336.86,1879,2.7,Transfer,Retail,1,4,5,4.64,0,2,83.62,3.5,0
TXN0001161,CUST62461,18,Male,553,2627.99,4795,492.57,Withdrawal,Retail,17,3,0,5.1,0,1,16.83,0.1,0
TXN0001162,CUST54893,74,Other,592,635.85,1339,608.38,Transfer,ATM,8,3,3,95.38,0,1,36.72,0.9,0
TXN0001163,CUST86317,22,Male,632,1813.28,1620,4.96,Debit,Utilities,2,1,3,5.31,0,1,42.78,1.0,0
TXN0001164,CUST57826,18,Female,564,5562.45,3275,12.69,Withdrawal,Food & Dining,5,6,4,5.81,0,1,29.9,7.1,0
TXN0001165,CUST56529,56,Female,580,47009.59,4291,10.11,Withdrawal,Retail,6,4,1,25.53,0,1,59.3,3.6,0
TXN0001166,CUST19448,76,Female,673,20699.91,2626,86.4,Debit,Food & Dining,14,0,1,14.5,0,1,71.62,0.9,0
TXN0001167,CUST11974,61,Male,688,5513.93,1425,209.86,Online Purchase,Retail,3,0,0,35.14,0,1,46.27,0.6,0
TXN0001168,CUST45869,49,Male,511,47473.21,4003,1328.54,Debit,Travel,21,0,6,89.04,0,1,66.79,1.7,0
TXN0001169,CUST99837,50,Female,707,166.36,866,193.35,Credit,Retail,22,4,0,137.33,0,1,1.34,0.6,0
TXN0001170,CUST92559,53,Female,623,7700.15,1095,49.1,Debit,ATM,5,4,2,4.08,0,1,49.03,6.8,0
TXN0001171,CUST66607,52,Male,742,8586.03,4190,45.25,Online Purchase,Retail,3,3,1,57.95,0,1,55.46,2.3,0
TXN0001172,CUST66774,45,Male,749,8776.71,3075,107.31,Debit,Food & Dining,19,1,6,71.36,0,1,22.6,1.8,0
TXN0001173,CUST45234,43,Female,606,270.89,4461,119.61,Online Purchase,Online Services,18,1,4,28.51,0,1,30.48,0.2,0
TXN0001174,CUST25975,41,Female,731,788.05,4091,72.2,Transfer,Online Services,4,3,3,30.25,0,1,81.63,0.2,0
TXN0001175,CUST10769,31,Male,574,3642.21,4731,107.26,Debit,Food & Dining,11,4,8,14.35,0,1,0.13,2.1,0
TXN0001176,CUST40496,38,Female,807,36556.88,1989,86.22,Transfer,Travel,0,6,3,0.43,0,1,58.93,0.4,0
TXN0001177,CUST38481,18,Female,578,154426.9,1745,6.6,Online Purchase,Travel,6,4,2,25.3,0,1,87.79,1.2,0
TXN0001178,CUST27244,40,Female,703,1486.26,4917,117.47,Transfer,Retail,8,4,4,81.22,0,1,18.68,0.6,0
TXN0001179,CUST33324,28,Female,644,465.11,50,18.65,Debit,Food & Dining,2,0,4,5.7,0,1,8.17,1.2,0
TXN0001180,CUST12234,26,Male,555,21340.68,2257,130.55,Debit,Retail,9,3,4,115.64,0,1,80.46,0.4,0
TXN0001181,CUST64715,44,Other,762,543544.04,2436,217.23,Debit,Retail,10,4,5,12.82,0,1,72.83,0.8,0
TXN0001182,CUST93470,61,Female,598,36043.91,162,749.27,Debit,Retail,23,6,4,2.93,0,1,82.58,1.2,0
TXN0001183,CUST72171,54,Female,481,1277.25,705,84.77,Credit,Food & Dining,20,3,5,104.08,0,1,76.95,0.2,0
TXN0001184,CUST50338,20,Male,353,847503.91,656,28.54,Transfer,Online Services,1,1,6,55.23,0,1,92.45,0.9,0
TXN0001185,CUST47823,28,Female,570,16919.79,819,411.52,Credit,Healthcare,14,0,6,48.54,0,1,29.49,4.2,0
TXN0001186,CUST37677,55,Male,813,1183.43,1020,100.91,Credit,Travel,0,5,4,48.65,0,1,28.95,1.8,0
TXN0001187,CUST22816,28,Male,800,159810.48,3486,3085.47,Credit,Food & Dining,14,5,10,90.83,0,1,69.43,2.0,0
TXN0001188,CUST63862,38,Female,587,1026.61,825,7.01,Online Purchase,Retail,12,1,3,49.41,0,1,52.73,0.0,0
TXN0001189,CUST60986,49,Female,624,1606.87,4277,31.69,Transfer,Online Services,8,3,4,4.72,0,1,94.95,0.4,0
TXN0001190,CUST10658,28,Female,614,18177.09,1628,24.93,Withdrawal,Retail,20,1,5,44.08,0,1,47.94,3.7,0
TXN0001191,CUST47396,43,Male,520,4699.31,3952,2488.61,Credit,Retail,19,2,5,29.87,0,1,50.65,2.6,0
TXN0001192,CUST35021,23,Female,562,5253.31,2062,204.13,Debit,Online Services,16,5,4,42.5,0,1,30.89,3.5,0
TXN0001193,CUST25325,33,Male,770,5269.26,3190,3.1,Withdrawal,Food & Dining,9,3,4,53.41,0,3,91.39,1.0,0
TXN0001194,CUST73272,46,Female,719,36536.38,1743,3.57,Withdrawal,Travel,0,3,6,81.32,0,2,55.96,1.8,1
TXN0001195,CUST57323,19,Male,694,74.9,359,422.47,Credit,Healthcare,8,3,4,89.56,0,1,49.75,1.7,0
TXN0001196,CUST67038,48,Female,520,8201.93,3572,13.41,Transfer,Food & Dining,18,4,4,38.95,0,1,72.04,3.0,0
TXN0001197,CUST74212,41,Female,675,2915.03,1726,90.89,Debit,Travel,5,0,7,20.86,0,3,30.24,1.5,0
TXN0001198,CUST98361,49,Male,416,1268.39,2120,62.07,Debit,Healthcare,19,5,4,114.12,0,1,18.99,0.4,0
TXN0001199,CUST82247,45,Male,756,1262.38,1520,3168.06,Withdrawal,Online Services,18,0,1,15.9,0,1,76.39,3.5,1
TXN0001200,CUST65831,61,Female,692,42.66,3156,58.76,Online Purchase,Travel,11,4,2,3.68,0,1,85.53,0.0,0
TXN0001201,CUST89111,43,Female,519,1167.77,1104,42.1,Credit,Food & Dining,10,1,2,71.95,0,1,13.6,0.6,0
TXN0001202,CUST52975,35,Female,839,50152.96,3455,248.54,Transfer,Healthcare,13,5,2,13.28,0,1,21.92,1.5,0
TXN0001203,CUST98628,43,Female,471,21975.84,706,666.29,Withdrawal,Food & Dining,11,6,0,219.76,0,1,96.28,1.7,1
TXN0001204,CUST78528,49,Male,722,3482.52,1302,112.24,Withdrawal,Retail,12,4,2,13.6,0,1,38.67,3.2,0
TXN0001205,CUST68578,42,Male,724,387.51,1380,1.44,Transfer,Utilities,6,5,4,70.83,0,1,87.56,0.4,1
TXN0001206,CUST91298,42,Male,531,21576.62,1160,385.96,Transfer,Food & Dining,2,6,4,6.95,0,1,88.14,0.2,0
TXN0001207,CUST56356,32,Male,660,51933.91,206,7.83,Transfer,Travel,6,2,3,4.94,0,1,2.41,7.2,0
TXN0001208,CUST74861,32,Female,488,31620.17,4254,5.68,Debit,Gambling,15,3,2,11.5,0,1,18.14,1.0,0
TXN0001209,CUST35625,22,Male,357,859.45,4033,37.11,Transfer,Retail,0,6,0,136.46,0,1,11.9,0.7,0
TXN0001210,CUST96688,66,Female,549,1036.1,3294,112.74,Transfer,Food & Dining,14,4,3,55.67,0,1,30.41,2.1,0
TXN0001211,CUST66102,24,Female,598,96823.04,1147,1243.51,Credit,Retail,11,0,1,7.3,0,1,36.77,5.0,0
TXN0001212,CUST80379,32,Female,734,557.42,1487,2.3,Debit,ATM,10,1,1,5.52,0,1,68.26,3.3,0
TXN0001213,CUST51465,31,Female,672,11623.5,4221,118.93,Transfer,Travel,0,5,3,14.88,0,1,12.33,2.3,0
TXN0001214,CUST88011,54,Male,675,200.35,718,1286.56,Debit,ATM,2,5,4,14.51,0,1,32.42,0.6,0
TXN0001215,CUST16675,37,Female,555,2862.45,1612,74.96,Withdrawal,Retail,21,0,3,86.18,0,2,74.17,3.0,0
TXN0001216,CUST20269,59,Male,607,14090.71,1831,360.51,Debit,Gambling,10,5,3,21.09,0,1,71.09,0.5,0
TXN0001217,CUST55639,32,Male,564,4656.7,1353,309.89,Withdrawal,Retail,5,4,3,60.89,0,1,23.31,3.9,0
TXN0001218,CUST75916,45,Female,532,12620.07,1805,32.3,Withdrawal,Food & Dining,21,4,4,26.71,0,1,75.63,1.6,0
TXN0001219,CUST82828,30,Male,600,540.68,4937,268.46,Online Purchase,Food & Dining,12,4,7,31.75,0,1,6.76,2.4,0
TXN0001220,CUST49607,72,Other,673,1123.27,3838,111.18,Credit,Travel,17,4,5,9.27,0,1,61.6,1.1,0
TXN0001221,CUST68469,25,Female,603,11699.17,394,50.81,Debit,Travel,13,2,3,0.89,0,1,47.5,2.1,0
TXN0001222,CUST59778,46,Female,630,17229.85,545,1592.92,Transfer,Retail,13,4,5,28.18,0,1,15.89,0.5,0
TXN0001223,CUST96536,50,Male,740,7300.24,605,65.75,Debit,Retail,4,5,4,17.83,0,1,92.59,3.2,0
TXN0001224,CUST68868,47,Female,610,27030.04,4947,1364.26,Debit,Online Services,11,2,5,189.3,0,1,79.68,0.9,0
TXN0001225,CUST47515,39,Male,520,248.89,3984,48.73,Withdrawal,Travel,2,6,1,8.15,0,1,86.42,1.8,0
TXN0001226,CUST97282,40,Female,725,2123.55,4806,71.51,Debit,Food & Dining,10,5,6,4.36,0,1,79.4,0.9,0
TXN0001227,CUST19652,42,Male,693,130722.34,571,59.21,Transfer,Retail,0,5,3,19.1,0,1,52.68,1.2,0
TXN0001228,CUST98611,39,Female,700,49525.55,966,595.55,Withdrawal,Retail,15,0,7,16.79,0,1,87.85,10.2,0
TXN0001229,CUST23861,55,Male,732,15375.78,4079,18.99,Debit,Food & Dining,6,3,3,34.08,0,1,80.46,0.2,0
TXN0001230,CUST35940,72,Male,714,3715.76,1403,206.57,Online Purchase,Travel,2,0,4,14.58,0,1,32.73,2.2,0
TXN0001231,CUST83931,34,Female,668,31655.53,2162,183.41,Credit,Food & Dining,21,5,3,32.09,0,1,46.97,2.4,0
TXN0001232,CUST76037,22,Male,850,10640.84,2575,185.34,Credit,Travel,2,3,0,13.06,0,2,18.69,2.0,0
TXN0001233,CUST97330,40,Female,526,320.09,2569,3598.46,Debit,ATM,16,5,7,204.15,0,1,90.39,3.2,0
TXN0001234,CUST77497,78,Male,601,29506.69,2786,61.41,Transfer,Online Services,17,4,2,27.6,0,3,90.83,0.4,0
TXN0001235,CUST67330,30,Male,769,1033.93,1783,12303.81,Transfer,ATM,14,4,4,54.4,0,1,99.97,0.7,0
TXN0001236,CUST41184,64,Female,680,19291.87,1720,677.61,Online Purchase,Gambling,22,5,2,65.05,0,1,87.07,4.2,0
TXN0001237,CUST10424,65,Male,746,268.07,2579,6.66,Transfer,Retail,20,5,4,143.34,0,2,45.18,8.8,0
TXN0001238,CUST21148,34,Male,683,87398.62,1988,11.58,Withdrawal,Retail,5,3,0,28.34,0,1,86.74,0.1,0
TXN0001239,CUST36799,49,Female,813,2996.46,761,572.0,Debit,Food & Dining,2,4,3,55.47,0,1,41.97,0.2,0
TXN0001240,CUST13685,64,Male,556,667.27,863,23.57,Withdrawal,Food & Dining,15,5,5,0.92,0,1,77.72,5.8,0
TXN0001241,CUST55735,36,Male,809,1423.24,2182,140.21,Transfer,Online Services,8,1,11,38.64,0,1,17.84,0.1,0
TXN0001242,CUST79960,39,Male,791,2680.27,4716,25.86,Credit,Gambling,2,0,4,60.7,0,1,71.88,1.0,0
TXN0001243,CUST96691,33,Male,534,4863.99,1265,39.15,Withdrawal,Food & Dining,19,2,2,69.38,0,1,75.86,0.9,0
TXN0001244,CUST54072,27,Female,733,52715.36,4989,56.89,Online Purchase,Gambling,16,5,3,0.19,0,1,74.64,0.3,0
TXN0001245,CUST88749,32,Male,660,5576.17,314,530.7,Debit,Utilities,14,0,4,43.69,0,1,15.86,4.1,0
TXN0001246,CUST98697,24,Female,599,98.73,3568,59.99,Withdrawal,Travel,9,4,1,57.04,0,1,94.73,0.1,0
TXN0001247,CUST87383,42,Male,461,537.25,4263,1174.4,Online Purchase,Food & Dining,17,4,4,83.58,0,2,62.97,1.6,0
TXN0001248,CUST51847,31,Male,555,703316.74,105,15.56,Credit,Food & Dining,0,1,10,39.9,0,1,98.98,0.9,0
TXN0001249,CUST39273,45,Male,741,6271.05,925,376.17,Credit,Retail,4,4,5,30.75,0,1,27.28,0.5,0
TXN0001250,CUST98011,20,Female,752,27212.24,2488,132.27,Withdrawal,Retail,0,3,4,6.0,0,1,30.59,1.8,0
TXN0001251,CUST31771,46,Other,642,2821.37,4823,9.75,Online Purchase,Food & Dining,3,1,2,22.99,0,1,87.62,1.1,0
TXN0001252,CUST47041,53,Female,753,805.69,1774,31.13,Online Purchase,Utilities,10,4,4,49.61,0,1,72.51,0.8,0
TXN0001253,CUST16662,18,Other,767,2066.67,4813,72.82,Debit,ATM,12,2,6,95.82,0,3,50.7,0.7,0
TXN0001254,CUST81430,47,Male,681,6191.84,968,838.19,Withdrawal,Online Services,9,2,4,2.84,0,1,78.33,2.2,0
TXN0001255,CUST68484,59,Male,586,2146.46,3371,71.76,Transfer,Online Services,11,5,3,0.6,1,1,58.91,1.7,0
TXN0001256,CUST17633,25,Male,712,155319.88,1737,3722.51,Credit,ATM,20,3,4,62.99,1,2,83.25,1.7,1
TXN0001257,CUST29973,65,Male,717,1620.91,4369,50.73,Withdrawal,Utilities,23,1,2,17.05,0,3,13.73,0.5,0
TXN0001258,CUST59990,47,Male,737,736.05,4281,107.46,Withdrawal,Online Services,19,3,4,13.8,1,1,51.03,1.6,0
TXN0001259,CUST58636,32,Male,758,21075.05,3808,972.78,Transfer,Food & Dining,17,4,4,44.35,0,1,91.84,1.5,0
TXN0001260,CUST82184,41,Male,517,26307.37,2986,9.33,Credit,Retail,22,5,3,38.95,0,1,56.37,2.8,0
TXN0001261,CUST33948,49,Male,609,5187.25,675,782.85,Credit,Retail,8,0,1,37.26,0,2,16.77,1.8,0
TXN0001262,CUST93222,43,Male,459,1662.61,2269,27.93,Credit,Gambling,9,4,4,48.39,0,1,70.62,1.1,1
TXN0001263,CUST50002,49,Male,745,160.58,1159,59.14,Transfer,Food & Dining,10,6,4,64.82,0,1,19.54,2.7,0
TXN0001264,CUST84031,29,Female,642,44236.2,1491,141.31,Online Purchase,Retail,2,6,4,28.14,0,1,62.27,0.6,0
TXN0001265,CUST31454,44,Male,711,23468.39,2308,21.04,Debit,Retail,11,0,6,5.32,0,1,72.73,0.1,0
TXN0001266,CUST13327,22,Female,505,2226.53,2376,10836.6,Withdrawal,Food & Dining,14,5,4,78.72,0,1,47.16,2.3,0
TXN0001267,CUST14954,40,Female,816,5471.08,1081,134.44,Credit,Online Services,23,3,6,46.03,0,2,19.47,1.4,0
TXN0001268,CUST43542,29,Male,536,3268.16,556,115.36,Debit,Food & Dining,0,4,5,91.69,0,1,79.88,0.5,0
TXN0001269,CUST95782,31,Male,748,92199.91,2741,31.15,Debit,Online Services,8,1,4,46.52,0,1,29.54,1.1,0
TXN0001270,CUST14382,59,Male,677,758.81,4488,8.04,Credit,Retail,2,3,4,4.66,0,1,40.09,3.8,0
TXN0001271,CUST43207,57,Female,644,1609.84,2447,695.75,Transfer,Healthcare,6,0,5,5.6,0,2,28.53,2.3,0
TXN0001272,CUST19835,50,Male,635,1352.75,2167,55.28,Debit,Healthcare,23,0,3,9.1,0,1,48.21,0.6,0
TXN0001273,CUST93839,26,Male,596,8589.45,1755,163.29,Transfer,Travel,3,0,1,21.76,0,1,19.85,1.6,0
TXN0001274,CUST70776,37,Male,804,5437.27,1758,15.53,Transfer,Online Services,1,2,1,17.58,1,1,21.14,0.4,0
TXN0001275,CUST78641,58,Female,666,7045.35,4570,389.56,Online Purchase,Online Services,0,2,2,37.01,0,1,79.65,0.4,0
TXN0001276,CUST74192,43,Male,527,1007.18,4084,51.09,Debit,Healthcare,20,6,2,3.12,0,1,13.42,0.2,0
TXN0001277,CUST69131,74,Female,623,71169.12,4093,4.6,Withdrawal,Travel,7,3,5,87.97,1,1,80.55,0.5,0
TXN0001278,CUST79634,47,Female,678,2170.51,3081,53.46,Debit,Online Services,13,0,2,24.75,1,1,46.37,0.9,0
TXN0001279,CUST10731,44,Female,761,41675.22,158,365.77,Debit,Retail,11,0,4,94.61,0,1,61.5,8.5,0
TXN0001280,CUST87890,37,Female,599,1397793.1,3183,259.33,Debit,Retail,0,2,2,59.77,0,1,4.46,0.4,0
TXN0001281,CUST76587,43,Female,606,1020.45,238,179.6,Debit,Online Services,21,4,6,69.74,0,1,99.08,6.3,0
TXN0001282,CUST76548,39,Female,667,9102.39,75,84.5,Debit,Utilities,13,5,8,9.92,0,2,65.46,0.6,0
TXN0001283,CUST45408,51,Female,759,3878.15,4089,96.47,Debit,Travel,7,0,5,64.69,0,1,46.61,0.7,0
TXN0001284,CUST82077,55,Male,517,190153.48,30,33.1,Debit,Travel,7,6,5,52.25,0,1,16.21,0.2,0
TXN0001285,CUST44363,30,Male,719,2965.57,3265,728.24,Withdrawal,Travel,4,4,3,114.73,0,1,88.41,8.1,0
TXN0001286,CUST14406,23,Female,614,7689.76,4962,82.18,Transfer,ATM,22,0,3,43.43,0,1,4.57,2.0,0
TXN0001287,CUST91702,18,Female,629,7393.55,1664,34.93,Credit,ATM,22,1,3,96.43,0,1,62.93,0.6,0
TXN0001288,CUST31107,49,Female,850,4102.21,827,2262.43,Debit,ATM,11,4,1,69.32,0,1,84.95,1.0,0
TXN0001289,CUST19170,26,Female,643,19146.07,933,836.15,Credit,Retail,4,5,4,116.46,0,1,73.94,1.6,0
TXN0001290,CUST65970,18,Female,746,5814.52,4383,107.21,Credit,Online Services,8,2,5,18.32,0,3,19.07,2.2,0
TXN0001291,CUST31028,47,Male,742,11699.87,3201,47.86,Online Purchase,Online Services,15,1,3,35.2,0,1,90.9,0.6,0
TXN0001292,CUST87230,76,Female,537,7219.09,1924,50.55,Transfer,Retail,3,4,3,13.61,0,1,97.29,0.9,0
TXN0001293,CUST49937,41,Male,465,1655.46,4880,15.9,Debit,Food & Dining,5,1,2,85.26,0,1,65.64,1.4,0
TXN0001294,CUST10405,53,Other,753,3028.64,3973,500.24,Debit,Retail,3,6,2,9.67,0,1,8.21,2.0,0
TXN0001295,CUST95653,43,Female,547,13356.54,2091,2465.22,Credit,Food & Dining,0,2,6,36.47,0,1,28.12,2.1,0
TXN0001296,CUST56316,40,Female,485,13259.22,4555,252.52,Credit,Gambling,12,5,2,52.8,0,2,11.97,7.5,1
TXN0001297,CUST33667,54,Male,775,46212.99,3394,1469.96,Transfer,Retail,12,2,2,186.15,1,2,20.17,2.2,1
TXN0001298,CUST70955,37,Male,554,139614.38,904,424.05,Transfer,Retail,16,1,0,8.84,0,1,78.83,2.1,0
TXN0001299,CUST57754,45,Male,581,1923.84,2875,6.39,Transfer,Gambling,12,1,2,1.33,0,2,21.98,0.2,0
TXN0001300,CUST12664,46,Female,850,6265.25,2033,1254.15,Withdrawal,ATM,10,2,6,67.94,0,1,60.96,1.5,0
TXN0001301,CUST78367,32,Female,485,3469.86,1771,60.1,Debit,Retail,17,1,6,152.47,0,1,63.35,1.9,0
TXN0001302,CUST46121,55,Male,529,669.71,917,133.55,Debit,Utilities,14,0,5,51.38,0,1,23.6,1.3,0
TXN0001303,CUST72982,39,Female,615,13577.91,298,17.5,Withdrawal,Online Services,12,5,4,38.75,0,1,77.37,1.0,0
TXN0001304,CUST90606,31,Female,639,19932.5,3439,3.82,Credit,Online Services,22,6,5,11.06,0,1,29.48,0.1,0
TXN0001305,CUST64954,49,Male,568,707.27,3907,29.37,Transfer,Retail,11,5,5,56.0,0,1,94.64,2.6,0
TXN0001306,CUST70444,29,Male,539,2504.64,4710,147.47,Withdrawal,Utilities,3,3,5,6.07,0,1,6.5,0.8,0
TXN0001307,CUST32918,42,Female,828,2101.15,4212,113.52,Online Purchase,Food & Dining,23,4,4,118.56,0,2,57.56,1.7,0
TXN0001308,CUST31389,41,Female,693,325.33,4476,377.83,Transfer,Travel,0,2,4,101.66,0,1,62.05,1.1,0
TXN0001309,CUST47349,57,Female,728,4603.26,3935,151.75,Withdrawal,Travel,0,5,3,4.46,0,1,75.67,0.4,0
TXN0001310,CUST86749,48,Female,650,625.51,3525,118.54,Transfer,Travel,11,3,3,24.78,0,2,73.61,1.9,0
TXN0001311,CUST57176,41,Other,696,6543.25,1862,33.82,Debit,ATM,20,5,4,5.59,1,1,21.61,0.7,0
TXN0001312,CUST41322,53,Male,765,7977.81,1284,3441.53,Online Purchase,Retail,0,0,1,72.54,0,1,18.04,1.7,0
TXN0001313,CUST80164,61,Female,557,9971.05,4002,3118.85,Withdrawal,Travel,13,6,5,17.1,0,1,72.31,1.1,0
TXN0001314,CUST86800,49,Male,693,10876.72,597,145.84,Withdrawal,Gambling,0,2,3,122.84,0,2,39.45,0.9,0
TXN0001315,CUST91227,42,Male,740,77318.87,4340,7.44,Credit,Retail,8,3,0,15.89,0,1,10.34,0.7,0
TXN0001316,CUST36904,23,Male,831,1146.46,846,175.03,Online Purchase,Travel,15,3,5,2.89,0,1,56.66,2.5,0
TXN0001317,CUST73866,27,Male,850,1254.8,3800,9.32,Transfer,Travel,11,0,6,13.44,0,1,77.05,2.0,0
TXN0001318,CUST63128,37,Other,672,15983.23,3709,7.28,Withdrawal,Retail,21,5,4,25.91,0,1,50.85,1.9,0
TXN0001319,CUST50407,33,Female,787,3875.51,4882,544.19,Debit,Retail,15,5,2,22.02,0,1,61.86,6.6,0
TXN0001320,CUST45724,39,Male,376,37256.73,4804,19.35,Debit,Retail,8,4,6,87.47,0,1,99.77,0.8,0
TXN0001321,CUST20309,42,Female,832,13508.03,4077,37.12,Credit,Online Services,2,5,2,9.13,0,3,84.18,2.7,0
TXN0001322,CUST34733,49,Female,586,155220.26,852,469.7,Transfer,Retail,20,1,5,25.09,0,1,95.64,1.3,0
TXN0001323,CUST59469,41,Female,638,4169.74,4075,211.49,Withdrawal,Online Services,10,1,2,46.2,0,1,10.98,2.6,0
TXN0001324,CUST89789,48,Female,712,341.15,2525,317.7,Debit,ATM,5,5,7,55.09,0,1,89.86,0.3,0
TXN0001325,CUST87969,42,Male,648,9074.2,1824,2297.35,Withdrawal,Retail,23,2,2,49.18,0,1,48.15,1.7,0
TXN0001326,CUST26883,18,Female,686,4319.9,4114,34.46,Online Purchase,Retail,22,2,4,104.98,0,1,46.98,0.4,0
TXN0001327,CUST71138,28,Female,836,12862.58,2213,166.16,Withdrawal,Retail,21,4,1,59.87,0,1,35.78,2.0,0
TXN0001328,CUST17632,39,Female,623,16198.81,4886,1346.24,Transfer,Travel,23,0,4,1.58,0,1,24.51,2.0,0
TXN0001329,CUST70750,25,Female,547,1877.72,2331,17.09,Withdrawal,Healthcare,19,1,2,58.87,0,1,56.95,4.0,0
TXN0001330,CUST40773,50,Female,850,799.34,358,71.0,Withdrawal,Retail,6,6,4,30.41,0,1,8.39,0.5,0
TXN0001331,CUST50485,63,Female,721,3779.33,2605,425.95,Transfer,Retail,0,6,2,46.57,0,1,85.79,1.7,0
TXN0001332,CUST74586,59,Female,850,67.62,1847,9.8,Withdrawal,Gambling,18,6,4,12.38,0,1,72.48,0.1,0
TXN0001333,CUST48239,39,Other,758,5682.81,3602,136.22,Credit,ATM,5,6,4,50.99,0,1,84.14,0.8,0
TXN0001334,CUST82668,62,Male,522,2360.46,2927,53.63,Transfer,ATM,2,6,6,27.88,0,1,79.53,2.5,0
TXN0001335,CUST58021,44,Male,734,23179.3,3972,17.6,Debit,Food & Dining,22,1,5,39.89,0,1,2.39,0.3,0
TXN0001336,CUST99885,37,Male,558,137.75,1041,785.11,Online Purchase,Online Services,12,5,2,14.61,0,1,47.95,19.5,0
TXN0001337,CUST67441,33,Female,665,4971.22,4498,470.24,Debit,Travel,9,1,1,3.84,0,1,48.54,0.0,0
TXN0001338,CUST36672,37,Female,656,83885.14,2045,235.54,Debit,Online Services,23,0,6,99.11,0,1,64.63,0.3,0
TXN0001339,CUST79775,36,Male,490,16576.19,2535,321.67,Credit,Online Services,23,3,3,8.15,0,1,94.81,2.5,0
TXN0001340,CUST46714,44,Other,577,28716.0,809,43.82,Debit,Retail,16,5,1,61.51,1,1,97.08,0.2,0
TXN0001341,CUST58074,44,Female,850,9059.06,3561,99.13,Online Purchase,Food & Dining,19,6,4,18.77,0,1,4.07,0.5,0
